sample_name	box	host_subject_id	tube_id	cage_id	condition	collection_timepoint	dob	dod	host_age	host_age_units	collection_disease_stage	cohort	dam	sire	mouse_strain	sex	elevation	elevation_units	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	geo_loc_name	host_body_habitat	host_body_product	host_body_site	host_common_name	host_scientific_name	host_taxid	iacuc_institute	iacuc_protocol_id	latitude	latitude_units	life_stage	longitude	longitude_units	sample_type	scientific_name	taxon_id	title	NASH_score	NASH_category
7N.H5	4	7N	7N_5	STZ_7	FA	ZT21	11.18.20	04.27.21	22	weeks	HCC	HCC	C57_5L	C57_5M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
8L.H5	4	8L	8L_5	STZ_8	FA	ZT21	11.19.20	04.27.21	22	weeks	HCC	HCC	C57_12L	C57_12M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
8N.H5	4	8N	8N_5	STZ_8	FA	ZT21	11.19.20	04.27.21	22	weeks	HCC	HCC	C57_3L	C57_3M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
9aL.H5	4	9aL	9aL_5	STZ_9a	FA	ZT21	11.20.20	04.26.21	22	weeks	HCC	HCC	C57_5N	C57_5M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
9aR.H5	4	9aR	9aR_5	STZ_9a	FA	ZT21	11.19.20	04.27.21	22	weeks	HCC	HCC	C57_13N	C57_13B	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
9bN.H5	4	9bN	9bN_5	STZ_9b	NA	ZT21	11.19.20	04.27.21	22	weeks	HCC	HCC	C57_3L	C57_3M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
9bB.H5	4	9bB	9bB_5	STZ_9b	NA	ZT21	2020.11.24	2021.04.26	22	weeks	HCC	HCC	C57_2N	C57_2M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
11B.H5	4	11B	11B_5	STZ_11	NA	ZT21	11.19.20	04.27.21	22	weeks	HCC	HCC	C57_14L	C57_14M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
11L.H5	4	11L	11L_5	STZ_11	NA	ZT21	11.19.20	04.26.21	22	weeks	HCC	HCC	C57_12L	C57_12M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
12B.H5	4	12B	12B_5	STZ_12	NA	ZT21	11.24.20	04.26.21	22	weeks	HCC	HCC	C57_2N	C57_2M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
12R.H5	4	12R	12R_5	STZ_12	NA	ZT21	2020.11.22	2021.04.27	22	weeks	HCC	HCC	C57_9N	C57_9M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
3L.H6	4	3L	3L_6	STZ_3	FT	ZT1	11.18.20	04.27.21	22	weeks	HCC	HCC	C57_11N	C57_11M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
4B.H6	4	4B	4B_6	STZ_4b	FT	ZT1	11.19.20	04.26.21	22	weeks	HCC	HCC	C57_3L	C57_3M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
5L.H6	4	5L	5L_6	STZ_5	FT	ZT1	11.19.20	04.27.21	22	weeks	HCC	HCC	C57_13N	C57_13M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
6LL.H6	4	6LL	6LL_6	STZ_6	FT	ZT1	11.22.20	04.26.21	22	weeks	HCC	HCC	C57_9N	C57_9M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
6R.H6	4	6R	6R_6	STZ_6	FT	ZT1	11.20.20	04.27.21	22	weeks	HCC	HCC	C57_5N	C57_5M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
10N.H6	4	10N	10N_6	STZ_10	FT	ZT1	11.18.20	04.26.21	22	weeks	HCC	HCC	C57_5L	C57_5M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
7L.H6	4	7L	7L_6	STZ_7	FA	ZT1	11.18.20	04.26.21	22	weeks	HCC	HCC	C57_11N	C57_11M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
7N.H6	4	7N	7N_6	STZ_7	FA	ZT1	11.18.20	04.27.21	22	weeks	HCC	HCC	C57_5L	C57_5M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
8L.H6	4	8L	8L_6	STZ_8	FA	ZT1	11.19.20	04.27.21	22	weeks	HCC	HCC	C57_12L	C57_12M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
8N.H6	4	8N	8N_6	STZ_8	FA	ZT1	11.19.20	04.27.21	22	weeks	HCC	HCC	C57_3L	C57_3M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
9aL.H6	4	9aL	9aL_6	STZ_9a	FA	ZT1	11.20.20	04.26.21	22	weeks	HCC	HCC	C57_5N	C57_5M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
9aR.H6	4	9aR	9aR_6	STZ_9a	FA	ZT1	11.19.20	04.27.21	22	weeks	HCC	HCC	C57_13N	C57_13B	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
9bN.H6	4	9bN	9bN_6	STZ_9b	NA	ZT1	11.19.20	04.27.21	22	weeks	HCC	HCC	C57_3L	C57_3M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
9bB.H6	4	9bB	9bB_6	STZ_9b	NA	ZT1	1920.11.24	1921.04.26	22	weeks	HCC	HCC	C57_2N	C57_2M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
11B.H6	4	11B	11B_6	STZ_11	NA	ZT1	11.19.20	04.27.21	22	weeks	HCC	HCC	C57_14L	C57_14M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
11L.H6	4	11L	11L_6	STZ_11	NA	ZT1	11.19.20	04.26.21	22	weeks	HCC	HCC	C57_12L	C57_12M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
12B.H6	4	12B	12B_6	STZ_12	NA	ZT1	11.24.20	04.26.21	22	weeks	HCC	HCC	C57_2N	C57_2M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
12R.H6	4	12R	12R_6	STZ_12	NA	ZT1	1920.11.22	1921.04.27	22	weeks	HCC	HCC	C57_9N	C57_9M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	N/A	N/A
13L.T1	4	13L	13L.ZT1	STZ_13	FT	ZT1	1921.01.20	1921.04.15	8	weeks	TRF	NASH	C57_4N	C57_4M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	3	NASH
13N.T1	4	13N	13N.ZT1	STZ_13	FT	ZT1	1921.01.19	1921.04.15	8	weeks	TRF	NASH	C57_12N	C57_12M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	4	NASH
14L.T1	4	14L	14L.ZT1	STZ_14	FT	ZT1	1921.01.20	1921.04.16	8	weeks	TRF	NASH	C57_4N	C57_4M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	2	Non_NASH
14R.T1	4	14R	14R.ZT1	STZ_14	FT	ZT1	1921.01.21	1921.04.16	8	weeks	TRF	NASH	C57_11L	C57_11M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	3	NASH
15L.T1	4	15L	15L.ZT1	STZ_15	FT	ZT1	1921.01.20	1921.04.16	8	weeks	TRF	NASH	C57_4N	C57_4M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	3	NASH
16R.T1	4	16R	16R.ZT1	STZ_16	FT	ZT1	1921.01.22	1921.04.16	8	weeks	TRF	NASH	C57_8N	C57_8M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	1	Non_NASH
17N.T1	4	17N	17N.ZT1	STZ_17	FA	ZT1	1921.01.19	1921.04.16	8	weeks	TRF	NASH	C57_15N	C57_15M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	2	Non_NASH
17R.T1	4	17R	17R.ZT1	STZ_17	FA	ZT1	1921.01.22	1921.04.15	8	weeks	TRF	NASH	C57_8N	C57_8M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	3	NASH
18L.T1	4	18L	18L.ZT1	STZ_18	FA	ZT1	1921.01.20	1921.04.16	8	weeks	TRF	NASH	C57_7L	C57_7M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	3	NASH
18R.T1	4	18R	18R.ZT1	STZ_18	FA	ZT1	1921.01.22	1921.04.15	8	weeks	TRF	NASH	C57_12L	C57_12M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	3	NASH
19R.T1	4	19R	19R.ZT1	STZ_19	FA	ZT1	1921.01.22	1921.04.15	8	weeks	TRF	NASH	C57_12L	C57_12M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	3	NASH
20N.T1	4	20N	20N.ZT1	STZ_20	FA	ZT1	1921.01.20	1921.04.16	8	weeks	TRF	NASH	C57_1N	C57_1M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	1	Non_NASH
21L.T1	4	21L	21L.ZT1	STZ_21	NA	ZT1	1921.01.20	1921.04.16	8	weeks	TRF	NASH	C57_9N	C57_9M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	1	N/A
21R.T1	4	21R	21R.ZT1	STZ_21	NA	ZT1	1921.01.22	1921.04.16	8	weeks	TRF	NASH	C57_13N	C57_13M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	2	N/A
22L.T1	4	22L	22L.ZT1	STZ_22	NA	ZT1	1921.01.21	1921.04.16	8	weeks	TRF	NASH	C57_11L	C57_11M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	1	N/A
22N.T1	4	22N	22N.ZT1	STZ_22	NA	ZT1	1921.01.20	1921.04.15	8	weeks	TRF	NASH	C57_3L	C57_3M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	2	N/A
23N.T1	5	23N	23N.ZT1	STZ_23	NA	ZT1	1921.01.20	1921.04.16	8	weeks	TRF	NASH	C57_3L	C57_3M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	1	N/A
24L.T1	5	24L	24L.ZT1	STZ_24	NA	ZT1	1921.01.21	1921.04.16	8	weeks	TRF	NASH	C57_11L	C57_11M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	1	N/A
13L.T2	5	13L	13L.ZT13	STZ_13	FT	ZT13	1921.01.20	1921.04.15	8	weeks	TRF	NASH	C57_4N	C57_4M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	3	NASH
13N.T2	5	13N	13N.ZT13	STZ_13	FT	ZT13	1921.01.19	1921.04.15	8	weeks	TRF	NASH	C57_12N	C57_12M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	4	NASH
14L.T2	5	14L	14L.ZT13	STZ_14	FT	ZT13	1921.01.20	1921.04.16	8	weeks	TRF	NASH	C57_4N	C57_4M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	2	Non_NASH
14R.T2	5	14R	14R.ZT13	STZ_14	FT	ZT13	1921.01.21	1921.04.16	8	weeks	TRF	NASH	C57_11L	C57_11M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	3	NASH
15L.T2	5	15L	15L.ZT13	STZ_15	FT	ZT13	1921.01.20	1921.04.16	8	weeks	TRF	NASH	C57_4N	C57_4M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	3	NASH
16R.T2	5	16R	16R.ZT13	STZ_16	FT	ZT13	1921.01.22	1921.04.16	8	weeks	TRF	NASH	C57_8N	C57_8M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	1	Non_NASH
17N.T2	5	17N	17N.ZT13	STZ_17	FA	ZT13	1921.01.19	1921.04.16	8	weeks	TRF	NASH	C57_15N	C57_15M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	2	Non_NASH
17R.T2	5	17R	17R.ZT13	STZ_17	FA	ZT13	1921.01.22	1921.04.15	8	weeks	TRF	NASH	C57_8N	C57_8M	C57BL/6 	M	193	meters	Host-associated	Animal	Animal proximal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	UBERON:feces	UBERON:feces	UBERON:feces	Mouse	Mus musculus	10090	UCSD	S16285	32.842	Decimal degrees	adult	-117.258	Decimal degrees	feces	 mouse gut metagenome	410661	STAM/TRF	3	NASH
